iter	Passed	Remaining
229	890	2980
230	896	2983
231	901	2985
232	907	2988
233	913	2991
234	921	2998
235	930	3011
236	938	3020
237	952	3048
238	959	3053
239	967	3062
240	977	3077
241	982	3077
242	987	3077
243	994	3082
244	1002	3089
245	1008	3092
246	1017	3101
247	1023	3102
248	1026	3096
249	1030	3090
250	1033	3085
251	1038	3081
252	1041	3075
253	1044	3068
254	1048	3063
255	1052	3057
256	1054	3049
257	1058	3043
258	1062	3039
259	1066	3035
260	1071	3034
261	1075	3030
262	1080	3026
263	1083	3020
264	1088	3019
265	1093	3016
266	1097	3012
267	1101	3007
268	1106	3006
269	1110	3002
270	1115	2999
271	1119	2995
272	1123	2992
273	1126	2985
274	1130	2981
275	1134	2977
276	1139	2973
277	1143	2970
278	1147	2966
279	1152	2962
280	1156	2959
281	1161	2956
282	1168	2960
283	1172	2955
284	1176	2950
285	1181	2948
286	1185	2946
287	1189	2939
288	1191	2931
289	1196	2929
290	1201	2927
291	1208	2931
292	1213	2928
293	1217	2923
294	1220	2917
295	1227	2920
296	1232	2917
297	1235	2911
298	1240	2907
299	1244	2904
300	1249	2900
301	1254	2900
302	1259	2896
303	1262	2890
304	1264	2882
305	1269	2879
306	1273	2874
307	1279	2874
308	1283	2870
309	1288	2867
310	1294	2867
311	1299	2866
312	1302	2859
313	1307	2855
314	1314	2859
315	1319	2855
316	1324	2854
317	1331	2855
318	1334	2848
319	1338	2844
320	1345	2846
321	1349	2840
322	1353	2836
323	1361	2840
324	1365	2836
325	1371	2835
326	1376	2832
327	1380	2828
328	1384	2823
329	1389	2821
330	1394	2817
331	1398	2813
332	1403	2810
333	1407	2807
334	1411	2801
335	1415	2798
336	1420	2794
337	1428	2796
338	1431	2791
339	1437	2789
340	1441	2785
341	1446	2782
342	1450	2778
343	1454	2774
344	1459	2770
345	1462	2764
346	1466	2760
347	1471	2756
348	1475	2752
349	1479	2748
350	1484	2745
351	1489	2741
352	1493	2738
353	1498	2734
354	1502	2729
355	1506	2725
356	1511	2722
357	1516	2718
358	1520	2714
359	1524	2710
360	1529	2706
361	1533	2702
362	1538	2699
363	1541	2694
364	1545	2688
365	1550	2685
366	1554	2680
367	1558	2675
368	1562	2672
369	1567	2669
370	1572	2666
371	1575	2659
372	1580	2656
373	1584	2652
374	1590	2651
375	1598	2653
376	1603	2649
377	1606	2642
378	1612	2642
379	1619	2643
380	1627	2643
381	1632	2641
382	1639	2641
383	1646	2641
384	1655	2644
385	1663	2645
386	1673	2650
387	1680	2650
388	1685	2647
389	1692	2646
390	1695	2640
391	1698	2635
392	1703	2631
393	1706	2625
394	1710	2619
395	1714	2615
396	1719	2611
397	1727	2612
398	1730	2606
399	1733	2600
400	1738	2597
401	1742	2591
402	1746	2587
403	1749	2580
404	1754	2578
405	1758	2573
406	1762	2567
407	1765	2562
408	1770	2559
409	1778	2559
410	1782	2554
411	1785	2548
412	1789	2542
413	1792	2536
414	1796	2532
415	1800	2527
416	1805	2523
417	1809	2518
418	1812	2512
419	1817	2510
420	1821	2504
421	1825	2500
422	1828	2494
423	1833	2491
424	1837	2486
425	1841	2481
426	1845	2476
427	1851	2473
428	1854	2468
429	1858	2463
430	1866	2464
431	1873	2463
432	1881	2464
433	1888	2462
434	1895	2462
435	1903	2461
436	1911	2462
437	1918	2462
438	1925	2461
439	1934	2461
440	1940	2460
441	1945	2456
442	1950	2452
443	1953	2446
444	1959	2444
445	1965	2441
446	1968	2435
447	1971	2429
448	1975	2424
449	1979	2419
450	1983	2415
451	1987	2410
452	1990	2403
453	1994	2398
454	1997	2392
455	2002	2388
456	2005	2383
457	2010	2379
458	2014	2374
459	2017	2368
460	2022	2364
461	2027	2360
462	2030	2355
463	2035	2351
464	2039	2346
465	2043	2341
466	2047	2336
467	2050	2330
468	2053	2325
469	2058	2321
470	2061	2315
471	2065	2310
472	2069	2305
473	2074	2302
474	2078	2296
475	2081	2291
476	2084	2285
477	2089	2281
478	2092	2276
479	2096	2271
480	2099	2264
481	2103	2260
482	2107	2255
483	2110	2249
484	2114	2244
485	2117	2239
486	2121	2234
487	2125	2230
488	2129	2225
489	2132	2219
490	2137	2215
491	2140	2210
492	2144	2205
493	2148	2200
494	2152	2196
495	2155	2190
496	2160	2186
497	2163	2181
498	2167	2176
499	2171	2171
500	2175	2166
501	2182	2165
502	2188	2162
503	2193	2159
504	2197	2154
505	2203	2151
506	2208	2147
507	2214	2144
508	2219	2140
509	2224	2137
510	2230	2134
511	2236	2131
512	2242	2129
513	2246	2123
514	2253	2122
515	2257	2117
516	2263	2114
517	2270	2112
518	2276	2109
519	2283	2107
520	2288	2103
521	2292	2099
522	2300	2097
523	2306	2094
524	2311	2091
525	2316	2087
526	2322	2084
527	2327	2080
528	2333	2077
529	2339	2074
530	2345	2072
531	2351	2068
532	2357	2065
533	2362	2061
534	2368	2058
535	2373	2054
536	2379	2051
537	2384	2047
538	2390	2044
539	2396	2041
540	2402	2038
541	2407	2034
542	2413	2030
543	2417	2026
544	2421	2021
545	2426	2017
546	2432	2014
547	2437	2010
548	2442	2006
549	2448	2003
550	2453	1999
551	2459	1996
552	2465	1992
553	2471	1990
554	2477	1986
555	2483	1983
556	2489	1979
557	2494	1976
558	2499	1972
559	2506	1969
560	2511	1965
561	2517	1962
562	2523	1959
563	2529	1955
564	2535	1952
565	2541	1948
566	2547	1945
567	2553	1941
568	2557	1937
569	2561	1932
570	2569	1930
571	2573	1925
572	2578	1921
573	2585	1918
574	2590	1914
575	2596	1911
576	2601	1906
577	2607	1903
578	2612	1899
579	2618	1895
580	2622	1891
581	2628	1887
582	2634	1884
583	2639	1880
584	2644	1876
585	2649	1871
586	2654	1867
587	2659	1863
588	2665	1859
589	2671	1856
590	2677	1852
591	2683	1849
592	2688	1845
593	2693	1841
594	2699	1837
595	2702	1832
596	2708	1828
597	2712	1823
598	2715	1818
599	2720	1813
600	2724	1808
601	2728	1803
602	2731	1798
603	2735	1793
604	2740	1789
605	2744	1784
606	2747	1778
607	2752	1774
608	2757	1770
609	2761	1765
610	2766	1761
611	2771	1757
612	2776	1752
613	2781	1748
614	2785	1743
615	2790	1739
616	2793	1734
617	2799	1730
618	2804	1726
619	2808	1721
620	2814	1717
621	2823	1715
622	2832	1714
623	2841	1712
624	2849	1709
625	2857	1707
626	2863	1703
627	2873	1702
628	2880	1699
629	2888	1696
630	2895	1692
631	2900	1688
632	2908	1686
633	2918	1684
634	2922	1680
635	2927	1675
636	2932	1671
637	2936	1666
638	2940	1661
639	2944	1656
640	2950	1652
641	2954	1647
642	2958	1642
643	2962	1637
644	2970	1635
645	2975	1630
646	2980	1626
647	2984	1621
648	2987	1615
649	2991	1610
650	2996	1606
651	3000	1601
652	3005	1597
653	3008	1591
654	3013	1587
655	3018	1582
656	3023	1578
657	3027	1573
658	3032	1568
659	3036	1564
660	3042	1560
661	3047	1555
662	3051	1551
663	3056	1546
664	3061	1542
665	3066	1537
666	3070	1532
667	3075	1528
668	3079	1523
669	3083	1518
670	3087	1513
671	3092	1509
672	3097	1504
673	3101	1499
674	3105	1495
675	3110	1491
676	3115	1486
677	3119	1481
678	3123	1476
679	3128	1472
680	3132	1467
681	3136	1462
682	3141	1458
683	3145	1453
684	3149	1448
685	3154	1444
686	3159	1439
687	3163	1434
688	3167	1429
689	3172	1425
690	3177	1420
691	3182	1416
692	3191	1413
693	3196	1409
694	3203	1405
695	3207	1400
696	3211	1396
697	3216	1391
698	3221	1387
699	3225	1382
700	3230	1377
701	3237	1374
702	3245	1371
703	3250	1366
704	3254	1361
705	3259	1357
706	3264	1352
707	3269	1348
708	3273	1343
709	3277	1338
710	3282	1334
711	3286	1329
712	3291	1324
713	3295	1319
714	3300	1315
715	3305	1310
716	3309	1306
717	3314	1301
718	3323	1298
719	3331	1295
720	3335	1290
721	3340	1286
722	3344	1281
723	3350	1277
724	3353	1271
725	3357	1267
726	3363	1262
727	3369	1258
728	3377	1255
729	3385	1252
730	3394	1249
731	3402	1245
732	3410	1242
733	3415	1237
734	3423	1234
735	3430	1230
736	3436	1226
737	3445	1223
738	3453	1219
739	3461	1216
740	3469	1212
741	3476	1208
742	3484	1205
743	3490	1201
744	3495	1196
745	3499	1191
746	3503	1186
747	3509	1182
748	3513	1177
749	3517	1172
750	3522	1167
751	3526	1162
752	3530	1158
753	3536	1153
754	3541	1149
755	3546	1144
756	3551	1139
757	3556	1135
758	3560	1130
759	3564	1125
760	3569	1121
761	3574	1116
762	3578	1111
763	3582	1106
764	3586	1101
765	3592	1097
766	3596	1092
767	3600	1087
768	3604	1082
769	3608	1077
770	3613	1073
771	3617	1068
772	3621	1063
773	3626	1058
774	3630	1053
775	3635	1049
776	3639	1044
777	3643	1039
778	3647	1034
779	3651	1029
780	3655	1024
781	3659	1020
782	3662	1015
783	3667	1010
784	3671	1005
785	3674	1000
786	3678	995
787	3683	990
788	3686	985
789	3690	980
790	3694	976
791	3699	971
792	3702	966
793	3706	961
794	3712	957
795	3716	952
796	3720	947
797	3726	943
798	3730	938
799	3733	933
800	3737	928
801	3741	923
802	3745	918
803	3748	913
804	3752	908
805	3755	904
806	3760	899
807	3763	894
808	3767	889
809	3770	884
810	3778	880
811	3785	876
812	3793	872
813	3800	868
814	3807	864
815	3815	860
816	3822	856
817	3830	852
818	3837	848
819	3845	844
820	3852	839
821	3860	835
822	3867	831
823	3874	827
824	3879	822
825	3882	817
826	3886	812
827	3891	808
828	3894	803
829	3897	798
830	3901	793
831	3905	788
832	3909	783
833	3912	778
834	3916	773
835	3920	769
836	3924	764
837	3928	759
838	3931	754
839	3938	750
840	3942	745
841	3946	740
842	3950	735
843	3954	731
844	3958	726
845	3962	721
846	3966	716
847	3970	711
848	3973	706
849	3976	701
850	3980	696
851	3984	692
852	3988	687
853	3992	682
854	3996	677
855	4000	673
856	4004	668
857	4008	663
858	4012	658
859	4016	653
860	4020	649
861	4024	644
862	4028	639
863	4032	634
864	4036	629
865	4039	625
866	4043	620
867	4047	615
868	4051	610
869	4054	605
870	4058	601
871	4062	596
872	4066	591
873	4070	586
874	4074	582
875	4077	577
876	4082	572
877	4085	567
878	4089	562
879	4093	558
880	4097	553
881	4101	548
882	4105	543
883	4108	539
884	4113	534
885	4117	529
886	4120	524
887	4124	520
888	4128	515
889	4132	510
890	4135	505
891	4139	501
892	4144	496
893	4147	491
894	4151	487
895	4154	482
896	4158	477
897	4162	472
898	4166	468
899	4169	463
900	4173	458
901	4177	453
902	4181	449
903	4184	444
904	4189	439
905	4193	435
906	4197	430
907	4201	425
908	4205	420
909	4209	416
910	4213	411
911	4220	407
912	4225	402
913	4228	397
914	4232	393
915	4236	388
916	4240	383
917	4244	379
918	4250	374
919	4255	370
920	4258	365
921	4262	360
922	4267	355
923	4271	351
924	4275	346
925	4279	341
926	4282	337
927	4286	332
928	4290	327
929	4294	323
930	4297	318
931	4303	313
932	4307	309
933	4311	304
934	4314	299
935	4319	295
936	4323	290
937	4326	286
938	4330	281
939	4334	276
940	4338	272
941	4341	267
942	4345	262
943	4350	258
944	4353	253
945	4358	248
946	4361	244
947	4365	239
948	4371	234
949	4374	230
950	4378	225
951	4382	220
952	4386	216
953	4390	211
954	4393	207
955	4397	202
956	4402	197
957	4405	193
958	4409	188
959	4413	183
960	4417	179
961	4421	174
962	4426	170
963	4430	165
964	4434	160
965	4438	156
966	4442	151
967	4446	146
968	4450	142
969	4454	137
970	4458	133
971	4462	128
972	4466	123
973	4471	119
974	4474	114
975	4479	110
976	4483	105
977	4487	100
978	4490	96
979	4495	91
980	4498	87
981	4502	82
982	4506	77
983	4511	73
984	4515	68
985	4518	64
986	4522	59
987	4526	54
988	4530	50
989	4534	45
990	4537	41
991	4541	36
992	4545	32
993	4548	27
994	4552	22
995	4556	18
996	4560	13
997	4564	9
998	4567	4
999	4571	0
