iter	Logloss
0	0.6670470263
1	0.6431194528
2	0.6219111316
3	0.5992335392
4	0.5780691364
5	0.5590800858
6	0.5401337007
7	0.5221982881
8	0.5043806615
9	0.4881375374
10	0.4719995308
11	0.4566996133
12	0.4427641597
13	0.4287738716
14	0.4158198463
15	0.4033017739
16	0.3919007427
17	0.3805396325
18	0.37024088
19	0.3603338836
20	0.350565916
21	0.3415673919
22	0.3327155376
23	0.3241148161
24	0.3159802947
25	0.3091056315
26	0.3017866485
27	0.2949932002
28	0.2889439332
29	0.2827371343
30	0.2767660512
31	0.2711640396
32	0.2658695409
33	0.2610942581
34	0.2563554155
35	0.2516851
36	0.2470915316
37	0.2427189136
38	0.2386579775
39	0.2347539859
40	0.23094827
41	0.2276947663
42	0.2245952005
43	0.2213494566
44	0.2182568817
45	0.2152466086
46	0.2124676455
47	0.2099690512
48	0.2073317132
49	0.2051482595
50	0.2028675672
51	0.2008514863
52	0.1987597732
53	0.1966530352
54	0.19473655
55	0.1930118863
56	0.191198577
57	0.1894079786
58	0.1880110769
59	0.1867683091
60	0.1855009162
61	0.1840473053
62	0.1826145922
63	0.1814490925
64	0.180098049
65	0.1788387373
66	0.1775198144
67	0.176428929
68	0.1752292618
69	0.1742357333
70	0.173211973
71	0.1724706997
72	0.1715526846
73	0.1706973714
74	0.1699895682
75	0.1692140586
76	0.1683896253
77	0.1677465821
78	0.1670490631
79	0.1663545409
80	0.1656587982
81	0.1649151282
82	0.1643835249
83	0.1638564809
84	0.1632033602
85	0.162675896
86	0.1621424262
87	0.1616044999
88	0.1610737196
89	0.1604664599
90	0.1599311061
91	0.1594934907
92	0.1591273639
93	0.1587378928
94	0.1583245429
95	0.1578938752
96	0.1575184871
97	0.1571600963
98	0.1568798665
99	0.1566151157
100	0.156329302
101	0.1560894736
102	0.1557646175
103	0.1555039125
104	0.1552971034
105	0.1550308444
106	0.1548070782
107	0.1546109326
108	0.1543386537
109	0.1541424784
110	0.1538642614
111	0.1536702029
112	0.1535026029
113	0.1532680256
114	0.1530347143
115	0.152825012
116	0.1526672059
117	0.1523964286
118	0.1522754218
119	0.1521554265
120	0.151985033
121	0.1518629691
122	0.151690896
123	0.1515784558
124	0.1514343354
125	0.1512331287
126	0.1511020629
127	0.1509825551
128	0.1508499907
129	0.1506400527
130	0.1504835703
131	0.1503628787
132	0.1502071921
133	0.1500803435
134	0.1499026149
135	0.1497597064
136	0.1495912484
137	0.1494765562
138	0.1493713402
139	0.1492137875
140	0.1491160211
141	0.1490613678
142	0.148879855
143	0.1487613915
144	0.1487041014
145	0.1485481796
146	0.1484471347
147	0.1483103454
148	0.1481107754
149	0.1480472955
150	0.1479256674
151	0.1478018701
152	0.1478010543
153	0.14772299
154	0.1476699767
155	0.1475715334
156	0.147429169
157	0.1473797019
158	0.1472232705
159	0.1471076784
160	0.1469888423
161	0.1468461671
162	0.1467520769
163	0.146625792
164	0.1465871464
165	0.1465549411
166	0.1464767043
167	0.146408803
168	0.1462983236
169	0.1462233437
170	0.1461642886
171	0.146097494
172	0.1460906484
173	0.1460110977
174	0.1459327664
175	0.145866801
176	0.1458002538
177	0.1457434752
178	0.1456939408
179	0.1456358275
180	0.1456247422
181	0.1455418926
182	0.1453526681
183	0.1452209318
184	0.1451025524
185	0.1450751514
186	0.1449403421
187	0.1449350393
188	0.1448202897
189	0.1447403537
190	0.1446919877
191	0.1446129223
192	0.1445150826
193	0.1444838607
194	0.144444321
195	0.1443580419
196	0.1443146686
197	0.1441578835
198	0.1440636193
199	0.1440092012
200	0.1438899897
201	0.1438294476
202	0.1437330223
203	0.1436701368
204	0.1435324917
205	0.143517442
206	0.1434617613
207	0.1434238589
208	0.1433953761
209	0.1433409686
210	0.1433409639
211	0.1432973445
212	0.1432972842
213	0.1432723338
214	0.1432044625
215	0.1431267092
216	0.1430412834
217	0.1429163991
218	0.1428636139
219	0.1427696961
220	0.1427450593
221	0.1427207122
222	0.1426464359
223	0.1425755274
224	0.1424856115
225	0.1424267004
226	0.1424266977
227	0.1422857838
228	0.142218863
229	0.1421572312
230	0.1420866908
231	0.1420316171
232	0.1419031523
233	0.1419031509
234	0.1418812516
235	0.1418521186
236	0.1417891808
237	0.1417293903
238	0.1417123823
239	0.141687512
240	0.1416536661
241	0.1416404946
242	0.1416192183
243	0.1416113595
244	0.1415483892
245	0.1415318372
246	0.1414399809
247	0.1413701075
248	0.1413157694
249	0.1412771543
250	0.141239368
251	0.1412146122
252	0.1411359663
253	0.1411081655
254	0.141060641
255	0.1410236114
256	0.1410193165
257	0.1409815338
258	0.1409576769
259	0.1409314673
260	0.1408800349
261	0.140843994
262	0.140807928
263	0.1407876988
264	0.1407548578
265	0.1407089594
266	0.1406095891
267	0.1405553035
268	0.1405051827
269	0.1404193509
270	0.1403593515
271	0.1403463144
272	0.1402373449
273	0.1402316347
274	0.1402023666
275	0.1401835154
276	0.1401322953
277	0.1400872452
278	0.140034934
279	0.139907361
280	0.139875668
281	0.1398412781
282	0.1398002034
283	0.1397821484
284	0.1397399604
285	0.1396599781
286	0.1396332302
287	0.1396156275
288	0.1396156272
289	0.1395945076
290	0.1395647345
291	0.1395123575
292	0.1394283555
293	0.1393639153
294	0.1393544223
295	0.1393081727
296	0.1393081721
297	0.1393022101
298	0.1392292429
299	0.1391565608
300	0.1391132919
301	0.1390366661
302	0.1390058755
303	0.138988731
304	0.1389887271
305	0.1389711274
306	0.1389102549
307	0.1388939643
308	0.1388075243
309	0.1387831747
310	0.1386718837
311	0.1385793112
312	0.1385744973
313	0.1385516896
314	0.1384488994
315	0.1383370217
316	0.1382581942
317	0.1382163667
318	0.138216365
319	0.1381736533
320	0.1381266945
321	0.138093022
322	0.13806276
323	0.1380479831
324	0.1379980689
325	0.1379717799
326	0.1379710298
327	0.1379377889
328	0.1378860666
329	0.1378365038
330	0.1378102046
331	0.137789714
332	0.1377343169
333	0.1376688989
334	0.1376628702
335	0.1376250883
336	0.1376099258
337	0.1375299961
338	0.1375155932
339	0.1374897359
340	0.1374408116
341	0.1373590144
342	0.1373448087
343	0.1373185334
344	0.1372930254
345	0.1372752864
346	0.1371740754
347	0.1370840917
348	0.1369829123
349	0.1369146832
350	0.1368950885
351	0.1367885546
352	0.1367324672
353	0.1366869634
354	0.1366747348
355	0.136558203
356	0.1364863575
357	0.1364715413
358	0.1364102269
359	0.1363791634
