iter	Logloss
360	0.1363455454
361	0.1363314808
362	0.136247736
363	0.1362158604
364	0.1362017338
365	0.1361284379
366	0.1361105322
367	0.1360619635
368	0.1359891555
369	0.1359003893
370	0.1358699297
371	0.1358630561
372	0.1358232577
373	0.1357622974
374	0.1357312047
375	0.1355969668
376	0.1355634692
377	0.1355555302
378	0.1355176279
379	0.1354745563
380	0.1354418047
381	0.1354358444
382	0.135379283
383	0.1353694673
384	0.13532036
385	0.1352617878
386	0.1351722412
387	0.1351063183
388	0.1351034437
389	0.1350914295
390	0.1350550191
391	0.1350229459
392	0.1350042021
393	0.1349678367
394	0.1349164358
395	0.1348863479
396	0.1348495982
397	0.1348113424
398	0.1348014311
399	0.1347429449
400	0.1347154004
401	0.1346973841
402	0.1346773542
403	0.1346729578
404	0.1346545431
405	0.1346398028
406	0.134610393
407	0.1345601542
408	0.134551121
409	0.1345140892
410	0.134512191
411	0.1345121114
412	0.1345038081
413	0.1345034838
414	0.1344623531
415	0.1344505364
416	0.1343926104
417	0.1343247776
418	0.1343032318
419	0.1342705287
420	0.134206625
421	0.1341513013
422	0.1341384147
423	0.1340761948
424	0.134013445
425	0.1339178755
426	0.1339067007
427	0.1338330545
428	0.1337968064
429	0.1337543193
430	0.1337006392
431	0.1336620728
432	0.1335817683
433	0.1335542248
434	0.1335120863
435	0.1334571308
436	0.1334081582
437	0.1333469177
438	0.1333045336
439	0.1332587616
440	0.1331894377
441	0.1331562631
442	0.133110507
443	0.1331105069
444	0.133083046
445	0.1330566806
446	0.1330147836
447	0.1329908422
448	0.1329150289
449	0.1328193409
450	0.1327747204
451	0.1327377735
452	0.1327295357
453	0.1327124432
454	0.1327036018
455	0.1326132942
456	0.1325281061
457	0.1325182547
458	0.132443925
459	0.1323419042
460	0.132292076
461	0.1322201949
462	0.1321815295
463	0.1321630228
464	0.1321277972
465	0.1320808178
466	0.1320400072
467	0.1320140118
468	0.1319379959
469	0.1319269954
470	0.1318902549
471	0.1317808385
472	0.1316945628
473	0.1316356828
474	0.1316289477
475	0.1315819712
476	0.1315592004
477	0.1314890844
478	0.1314358612
479	0.1313757595
480	0.1313689605
481	0.1313545532
482	0.1313020797
483	0.1312932411
484	0.1312477365
485	0.1312393856
486	0.1311814024
487	0.1311154001
488	0.1310587778
489	0.1310525222
490	0.1310181038
491	0.1309888696
492	0.1309673347
493	0.1309187874
494	0.1308710984
495	0.130861214
496	0.1308479787
497	0.1308017895
498	0.1307922717
499	0.1307511753
500	0.1307045958
501	0.1306569708
502	0.1306190583
503	0.1305821928
504	0.1305743265
505	0.130564151
506	0.1305507031
507	0.1305064281
508	0.1304409205
509	0.1304162711
510	0.1303317542
511	0.1302849434
512	0.1302026603
513	0.1302021185
514	0.1301641489
515	0.1301119295
516	0.1300491772
517	0.1300004601
518	0.1299916001
519	0.1299035044
520	0.1298405658
521	0.129787769
522	0.1297740846
523	0.129751772
524	0.1297424722
525	0.1296928425
526	0.1296329113
527	0.1296232629
528	0.1295644688
529	0.1295347113
530	0.1294810037
531	0.1294338399
532	0.1293745432
533	0.1293083704
534	0.1292542121
535	0.1291945044
536	0.1291390403
537	0.1291059612
538	0.1290980448
539	0.1290476915
540	0.1290141022
541	0.1290054372
542	0.1289790721
543	0.1289123473
544	0.1289056044
545	0.1288453636
546	0.1288400248
547	0.1288129587
548	0.1287305877
549	0.1286326995
550	0.1285993713
551	0.1285366889
552	0.1284956344
553	0.128469077
554	0.1284192036
555	0.1283702858
556	0.1283116599
557	0.1282320585
558	0.1282256167
559	0.1281798962
560	0.1281201713
561	0.1280642893
562	0.1280558517
563	0.1279993814
564	0.1279544558
565	0.1278851044
566	0.1278380603
567	0.1278097641
568	0.1278025667
569	0.12779672
570	0.1277251698
571	0.1276994102
572	0.1276519831
573	0.1276404534
574	0.1275775947
575	0.1275023274
576	0.1274886151
577	0.1274269549
578	0.1274206698
579	0.1273837286
580	0.1273346922
581	0.1273001649
582	0.127230392
583	0.1271872019
584	0.1271171298
585	0.1270841034
586	0.1270648141
587	0.1270028437
588	0.1269446865
589	0.1268678217
590	0.1268241824
591	0.126777799
592	0.1267263576
593	0.1267120449
594	0.1266651399
595	0.1266588237
596	0.1266216985
597	0.1265474326
598	0.1264820306
599	0.126402503
600	0.1263962834
601	0.1263333517
602	0.1262742208
603	0.1262675172
604	0.1262187748
605	0.1261693417
606	0.126121462
607	0.1260814912
608	0.1260457657
609	0.125965275
610	0.1259592813
611	0.1258887377
612	0.1258236111
613	0.125755097
614	0.1257508844
615	0.1257217211
616	0.12568389
617	0.1256457327
618	0.1256044828
619	0.1255605026
620	0.125510451
621	0.1254799728
622	0.1254740456
623	0.1254086984
624	0.1253702337
625	0.1253056061
626	0.1252550487
627	0.1252160728
628	0.1252106652
629	0.1251836387
630	0.1251375298
631	0.1250749752
632	0.1250281845
633	0.1250233954
634	0.1249578892
635	0.1249118959
636	0.1248514486
637	0.1248066254
638	0.1247554843
639	0.1246963268
640	0.1246633519
641	0.1246287902
642	0.12459874
643	0.1245550543
644	0.1245275691
645	0.1244795231
646	0.1244460276
647	0.1243885497
648	0.1243511436
649	0.1243147004
650	0.1242528154
651	0.1242217259
652	0.124215549
653	0.1242111974
654	0.1241809562
655	0.1241340961
656	0.1240866366
657	0.1240510668
658	0.1240063941
659	0.1239706674
660	0.123926943
661	0.1238674169
662	0.1238628577
663	0.1238269658
664	0.1237978016
665	0.1237495462
666	0.1237025415
667	0.123635707
668	0.1235793984
669	0.1235738086
670	0.1235150167
671	0.1234783658
672	0.1233907243
673	0.1233624413
674	0.1233574611
675	0.1233525686
676	0.1232978707
677	0.123293623
678	0.1232583327
679	0.1232264297
680	0.1231730062
681	0.1231403698
682	0.1231116928
683	0.1230791299
684	0.1230367137
685	0.1230129506
686	0.1229920624
687	0.1229605107
688	0.1228903232
689	0.1228341139
690	0.1227975556
691	0.1227605374
692	0.1227059724
693	0.1226745056
694	0.1226224699
695	0.1225784798
696	0.122547825
697	0.1225201739
698	0.1224554825
699	0.1224030361
700	0.1223788041
701	0.1223401859
702	0.1222961698
703	0.1222423965
704	0.1222200753
705	0.1221548403
706	0.1221080245
707	0.1220652824
708	0.1220353291
709	0.1220004671
710	0.1219761799
711	0.1219470027
712	0.1219075834
713	0.1218791623
714	0.1218514795
715	0.1218273685
716	0.1218012987
717	0.121766954
718	0.1217224399
719	0.1216993572
720	0.1216627195
721	0.1216118656
722	0.1215612399
723	0.121524762
724	0.1215203905
725	0.1214904801
726	0.1214645399
727	0.1214233407
728	0.1213748545
729	0.1213441936
730	0.1213395423
731	0.1212920743
732	0.1212414359
733	0.1211949022
734	0.1211167342
735	0.121088389
736	0.1210401175
737	0.1210049098
738	0.1209753294
739	0.1209503997
740	0.1209159949
741	0.1208734215
742	0.1208316648
743	0.1208282317
744	0.1207852687
745	0.1207476779
746	0.1207019885
747	0.1206852265
748	0.1206556351
749	0.1206382645
750	0.1205971125
751	0.1205749595
752	0.1205302378
753	0.1204635212
754	0.1204162614
755	0.1204130241
756	0.1203775963
757	0.1203298166
758	0.1203048535
759	0.1202662666
760	0.1202514773
761	0.1202281012
762	0.1202248184
763	0.1202082606
764	0.1201694529
765	0.1201202479
766	0.1200746056
767	0.1200708199
768	0.1200161236
769	0.1199953753
770	0.1199511954
771	0.1199085416
772	0.1198858418
773	0.1198466587
774	0.11981348
775	0.1197766819
776	0.1197486514
777	0.1197292652
778	0.1196954334
779	0.1196657337
780	0.1196366596
781	0.11955407
782	0.1195033289
783	0.1194471542
784	0.1194148077
785	0.1193351628
786	0.1192883263
787	0.1192645071
788	0.1192197324
789	0.1191994776
790	0.1191582964
791	0.1191253851
792	0.1190983938
793	0.1190644133
794	0.1190312142
795	0.1190250992
796	0.1189933739
797	0.1189161148
798	0.1188739795
799	0.1188124505
800	0.1187676538
801	0.1187223582
802	0.1186996124
803	0.1186630605
804	0.1186176452
805	0.1185812256
806	0.118540908
807	0.1185007722
808	0.1184713445
809	0.1184683775
810	0.118409733
811	0.1183703161
812	0.1183186659
813	0.1182803583
814	0.1182611973
815	0.1182342004
816	0.1182206407
817	0.1181732712
818	0.1181553703
819	0.1180815118
820	0.1180458703
821	0.1180248451
822	0.1179913492
823	0.1179470944
824	0.1179190208
825	0.1178836816
826	0.1178654613
827	0.1178379441
828	0.1178115613
829	0.1178090584
830	0.117778702
831	0.1177291361
832	0.1176997236
833	0.1176790428
834	0.1176374361
835	0.11760037
836	0.1175621091
837	0.1175190334
838	0.117492104
839	0.1174664181
840	0.1174452398
841	0.1174253453
842	0.1173907263
843	0.11735101
844	0.1173104032
845	0.1172404202
846	0.1172047127
847	0.1171767439
848	0.1171743343
849	0.1171282654
850	0.1170940764
851	0.1170572226
852	0.1170359652
853	0.1169974598
854	0.1169726638
855	0.1169677959
856	0.1169421569
857	0.1169062671
858	0.1169038602
859	0.1168790063
860	0.1168373731
861	0.1168326577
862	0.1168154133
863	0.1167859447
864	0.1167674935
865	0.1167266119
866	0.1166915608
867	0.1166515465
868	0.1166096975
869	0.1165810023
870	0.1165442668
871	0.1165137786
872	0.1164868448
873	0.1164201903
874	0.1163888688
875	0.1163500227
876	0.1163112992
877	0.1162855376
878	0.1162664726
879	0.116201797
880	0.1161390547
881	0.1161119581
882	0.1160925328
883	0.1160655828
884	0.1160341329
885	0.1160079695
886	0.1159720211
887	0.115935147
888	0.115886331
889	0.1158412029
890	0.115819669
891	0.1157941099
892	0.1157633851
893	0.115728886
894	0.1157092283
895	0.1157070653
896	0.1156788558
897	0.1156547855
898	0.1156208773
899	0.1155766844
900	0.1155326136
901	0.1155036206
902	0.1154682467
903	0.1154327078
904	0.1154048291
905	0.1153804842
906	0.1153613739
907	0.1153429407
908	0.1153112262
909	0.1152537174
910	0.1152203591
911	0.1152106933
912	0.1151832855
913	0.1151585513
914	0.1151257216
915	0.1150939871
916	0.1150392576
917	0.1150105786
918	0.1149757861
919	0.1149091512
920	0.1148822155
921	0.1148510464
922	0.1148207356
923	0.1147966104
924	0.1147651666
925	0.1147337788
926	0.1147052105
927	0.1146708268
928	0.114636383
929	0.1146082682
930	0.1145914761
931	0.1145743866
932	0.11454084
933	0.1145177805
934	0.1144744629
935	0.1144518781
936	0.1144183314
937	0.1143755599
938	0.1143395717
939	0.1143103959
940	0.1142882605
941	0.1142678856
942	0.1142430472
943	0.1142067994
944	0.1141750591
945	0.114153387
946	0.1141210868
947	0.1140994102
948	0.114069571
949	0.1140516201
950	0.1140217186
951	0.1139985794
952	0.1139562032
953	0.1139349728
954	0.1138986895
955	0.1138661471
956	0.113822189
957	0.11378699
958	0.1137661975
959	0.113738799
960	0.1137154867
961	0.1136639758
962	0.1136492894
963	0.1136178044
964	0.1135932423
965	0.1135767239
966	0.1135563488
967	0.1135360046
968	0.113504679
969	0.1134847343
970	0.1134612948
971	0.1134110893
972	0.1133915685
973	0.113372461
974	0.1133498028
975	0.1133311034
976	0.1133086604
977	0.113275399
978	0.1132502133
979	0.1132196215
980	0.1131900311
981	0.1131673529
982	0.1131457684
983	0.113115391
984	0.1130664269
985	0.113062631
986	0.1130149095
987	0.1129718742
988	0.1129419206
989	0.1128926097
990	0.1128768181
991	0.11280836
992	0.1127786958
993	0.1127766521
994	0.1127307416
995	0.112712987
996	0.1126838968
997	0.1126433802
998	0.1126053428
999	0.1125657063
